Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-04-16,69.27172088623047,69.63657830758835,68.22306550095219,69.43844332553729,157125200
2020-04-17,68.33181762695312,69.3345712466482,66.8965588537916,68.78849422470407,215250000
2020-04-20,66.9134750366211,68.06119834153615,66.89414820439593,67.15993823398618,130015200
2020-04-21,64.84513854980469,66.99077762058634,64.1347578473476,66.75640021366904,180991600
2020-04-22,66.71292877197266,67.14785254874984,65.77058900639604,66.11127511969602,116862400
2020-04-23,66.45437622070312,68.0781026916564,66.41571518879498,66.65734110784256,124814400
2020-04-24,68.37289428710938,68.38256138963163,66.93038709342744,66.97871523220005,126161200
2020-04-27,68.42121124267578,68.75223755503086,67.64317552817161,68.09017755648323,117087600
2020-04-28,67.31214141845703,69.06392923095741,67.22032976851494,68.88270980207805,112004800
2020-04-29,69.52301788330078,69.991772685642,68.59517537860054,68.79814023520653,137280800
2020-04-30,70.98968505859375,71.16607461666706,69.67282835408629,70.06184250590752,183064000
2020-05-01,69.84680938720703,72.24615310349837,69.06877359729275,69.16542249456992,240616800
2020-05-04,70.83506774902344,70.96312921364829,69.18234705743826,69.87098252239187,133568000
2020-05-05,71.89820098876953,72.72939466051092,71.1491592367676,71.2941362490643,147751200
2020-05-06,72.64000701904297,73.27064717863384,72.21474300795924,72.59892736503848,142333600
2020-05-07,73.39144897460938,73.73697961793019,72.96377378346223,73.26580616038919,115215200
2020-05-08,75.13829040527344,75.19159229593362,73.72337622769179,74.05045567520663,133838400
2020-05-11,76.32061767578125,76.81486350373997,74.4380975285037,74.64646215282984,145946400
2020-05-12,75.44840240478516,77.45448015586908,75.3272624261115,77.00383559042835,162301200
2020-05-13,74.53742980957031,76.54835795686193,73.46170617265714,75.6276896528906,200622400
2020-05-14,74.9953384399414,75.0559084279637,73.05467365769209,73.77667057668484,158929200
2020-05-15,74.55196380615234,74.5979975896763,72.7348641211466,72.76878686428954,166348400
2020-05-18,76.3084945678711,76.68160777866888,75.18431939181484,75.87481876052446,135178400
2020-05-19,75.86756134033203,77.17102150533867,75.83606375790906,76.32546668705436,101729600
2020-05-20,77.34304809570312,77.41330397310716,76.68646396339064,76.72522965116472,111504800
2020-05-21,76.76641082763672,77.7452239875939,76.5289737926269,77.20493698671349,102688800
2020-05-22,77.26067352294922,77.34304783651851,76.40300024409417,76.50475370458611,81803200
2020-05-26,76.73734283447266,78.55686050645615,76.68161577577496,78.37757568234818,125522000
2020-05-27,77.07168579101562,77.21705526702166,75.85544287582236,76.59440129810365,112945200
2020-05-28,77.1055908203125,78.36302429903517,76.47081856121721,76.74701384773941,133560800
2020-05-29,77.0304946899414,77.80821132778638,76.67434283627068,77.34788086093664,153532400
2020-06-01,77.97781372070312,78.09895371175787,76.85363105469186,76.9844643152945,80791200
2020-06-02,78.33879852294922,78.36302799682535,77.27034305104888,77.71129433668344,87642800
2020-06-03,78.77007293701172,79.03173947926652,78.08684155798949,78.65862620653965,104491200
2020-06-04,78.09168243408203,78.89120338502829,77.71856920653472,78.59320375117642,87560400
2020-06-05,80.31583404541016,80.37640405600247,78.3121807567844,78.3412531788607,137250400
2020-06-08,80.79067993164062,80.82460267780965,79.30308470158906,80.01296326734492,95654400
2020-06-09,83.34190368652344,83.734396145206,80.43939371025141,80.47089129660488,147712400
2020-06-10,85.486083984375,85.95368266276594,83.85069379935202,84.2892200574616,166651600
2020-06-11,81.3818359375,85.05480096655532,81.2800824962617,84.63081104253492,201662400
2020-06-12,82.08446502685547,84.26498513269779,80.97482582626513,83.51876594974783,200146000
2020-06-15,83.09961700439453,83.75135081292053,80.5774812512651,80.73981210877636,138808800
2020-06-16,85.30192565917969,85.57328542706455,83.51874869015089,85.1517132659384,165428800
2020-06-17,85.18321228027344,86.10629835837992,85.06207229738494,86.04572836693566,114406400
2020-06-18,85.21714782714844,85.6338697266432,84.60902265567091,85.13961645194037,96820400
2020-06-19,84.73016357421875,86.38735791979117,83.62294217777347,85.92218445110363,264476000
2020-06-22,86.94701385498047,87.08995815364833,85.07661214341427,85.12264593038505,135445200
2020-06-23,88.80288696289062,90.22022642343374,87.77077181014047,88.18991886652088,212155600
2020-06-24,87.2353286743164,89.35043555341034,86.86221543627708,88.4321923624518,192623200
2020-06-25,88.39341735839844,88.43218303821882,86.63204475800701,87.39038219556151,137522400
2020-06-26,85.6774673461914,88.50972079929527,85.52967271907464,88.28924513838203,205256800
2020-06-29,87.65205383300781,87.74654657742667,85.10811395697272,85.58540582946648,130646000
2020-06-30,88.38373565673828,88.66963165860406,87.22079468512266,87.24017383067029,140223200
2020-07-01,88.21654510498047,89.00395490730808,88.1680935534231,88.46125020956501,110737200
2020-07-02,88.21654510498047,89.75744936292526,88.10268063161203,89.12267710528712,114041600
2020-07-06,90.57634735107422,91.04394581070402,89.61207063133831,89.64356820317384,118655600
2020-07-07,90.29535675048828,91.73207574128449,90.1839099924149,90.95435881380166,112424400
2020-07-08,92.39832305908203,92.42982064230873,91.18449788463136,91.27172253001288,117092000
2020-07-09,92.79566955566406,93.34321735378231,91.74901813164107,93.28991545550893,125642800
2020-07-10,92.9579849243164,93.01613714978424,91.78050772022172,92.39105063414506,90257200
2020-07-13,92.52914428710938,96.8683794397454,92.31593673037001,94.26144459491981,191649200
2020-07-14,94.06038665771484,94.2517825740539,90.9785841199196,91.91135639920843,170989200
2020-07-15,94.70723724365234,96.18272134953932,93.51037361994408,95.93317328027695,153198000
2020-07-16,93.5418701171875,94.39711809164639,92.94343831225127,93.58063579856042,110577600
2020-07-17,93.35289764404297,94.14757567538506,92.88044872986721,93.99252033438566,92186800
2020-07-20,95.32023620605469,95.45833760603739,93.096107170355,93.44014808708032,90318000
2020-07-21,94.004638671875,96.18515864106797,93.75509057115264,96.110052433633,103433200
2020-07-22,94.2686996459961,94.94950567634959,93.61939119040862,93.70660841856355,89001600
2020-07-23,89.9779281616211,94.07972590175224,89.16871402354269,94.00219454397538,197004400
2020-07-24,89.75503540039062,90.0990762102355,86.3921882418588,88.17779782726093,185438800
2020-07-27,91.88226318359375,91.97433076494785,90.59333922603253,90.81623268150157,121214000
2020-07-28,90.37286376953125,91.63029754160469,90.36801343757494,91.45343048257014,103625600
2020-07-29,92.10514831542969,92.28928344671583,90.81864234957972,90.85498286396583,90329200
2020-07-30,93.21964263916016,93.32382125064892,90.87194916313929,91.27897773393107,158130000
2020-07-31,102.97869873046875,103.12891115542561,97.71152622340603,99.70791855704327,374336800
2020-08-03,105.57350158691406,108.19012242087766,104.56077304212948,104.85877268635082,308151200
2020-08-04,106.27854919433594,107.36880923031337,105.04049450870605,105.76249159429877,173071600
2020-08-05,106.66377258300781,106.98358396526419,105.53474686841106,105.99992773294753,121776800
2020-08-06,110.38519287109375,110.87944616652167,106.40695920907454,106.99569786453769,202428800
2020-08-07,107.87549591064453,110.36334336865978,107.07938502036484,109.90703455219526,198045600
2020-08-10,109.44344329833984,110.46042737696229,106.79540187658976,109.31965534861051,212403600
2020-08-11,106.1886215209961,109.20559017872704,105.9289127146506,108.70802360073796,187902400
2020-08-12,109.71771240234375,109.97499163666492,107.08423344754698,107.27840393895296,165598000
2020-08-13,111.6594467163086,112.66186835700262,110.60847874929773,111.09634192240293,210082000
2020-08-14,111.55995178222656,111.64975583547505,109.75170820856059,111.48471014803833,165565200
2020-08-17,111.26866912841797,112.70555595050736,110.64246299694389,112.68128278727484,119561600
2020-08-18,112.19584655761719,112.62060097941455,110.68614768785797,111.02109807418744,105633600
2020-08-19,112.33663940429688,113.74925328645519,112.24198368199546,112.6036294278006,145538000
2020-08-20,114.82933044433594,114.94340764743272,112.3608970952543,112.37788905057565,126907200
2020-08-21,120.74677276611328,121.22977689357654,115.77592935893642,115.78806223773633,338054800
2020-08-24,122.19092559814453,125.03314486284968,120.32686221834298,124.9481850882098,345937600
2020-08-25,121.18849182128906,121.5331529265973,119.4676306472173,121.0647112936665,211495600
2020-08-26,122.83655548095703,123.29286429117482,121.43850421682247,122.50403462016395,163022400
2020-08-27,121.36812591552734,123.77102105443406,120.22492431150832,123.43850018201364,155552400
2020-08-28,121.17152404785156,122.75888676117691,120.94822130817289,122.3414135230096,187630000
2020-08-31,125.28071594238281,127.1836224608346,122.32928572568825,123.8632579117057,225702700
2020-09-01,130.2709503173828,130.87289803905446,126.72729105741708,128.89232070779244,151948100
2020-09-02,127.57194519042969,133.96025319602614,123.30013540143739,133.58161557752118,200119000
2020-09-03,117.35843658447266,125.08653940539764,116.98950967695433,123.2127726268104,257599600
2020-09-04,117.43610382080078,120.0962780604988,107.65947073062564,116.57203254505438,332607200
2020-09-08,109.53325653076172,115.52350643380636,109.39733569135389,110.63033399373361,231366600
2020-09-09,113.90213775634766,115.66911573534202,111.90215372713668,113.8438880955757,176940500
2020-09-10,110.18374633789062,116.98952932974198,109.22258962320309,116.85360847744802,182274400
2020-09-11,108.73713684082031,111.87304145706314,106.7954022543771,111.23226548811466,180860300
2020-09-14,111.99925231933594,112.55264638404466,109.51383440164483,111.37789783991316,140150100
2020-09-15,112.17401123046875,115.36816560750079,110.30023700342959,114.88273194668369,184642000
2020-09-16,108.86334228515625,112.62060121644382,108.77596778791039,111.87303669164397,154679000
2020-09-17,107.12548828125,108.93130194991431,105.54297733812126,106.52355532978139,178011000
2020-09-18,103.72746276855469,107.64976770036112,102.99931226553164,107.18375552641913,287104900
2020-09-21,106.87305450439453,106.97985048032176,100.09639873769764,101.49444976283358,195713800
2020-09-22,108.55266571044922,109.57207929386054,105.97987340331184,109.39732289119372,183055400
