Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,JPM,MSFT,XOM,AAPL,GOOGL,JPM,MSFT,XOM,AAPL,GOOGL,JPM,MSFT,XOM,AAPL,GOOGL,JPM,MSFT,XOM,AAPL,GOOGL,JPM,MSFT,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,165.0587921142578,104.54593658447266,126.99655151367188,297.3579406738281,97.45068359375,168.47924132633688,106.60888065380296,129.5088404117128,301.4705373047011,99.14814506861268,164.7729399649435,104.09962078519486,126.7910845535605,297.05511466369126,97.29719116600457,167.07952089132834,104.66494807746287,129.29403922640566,299.52658392125915,98.48902728423344,65136000,21795400,12930900,22360800,16212300
2023-05-04,163.42247009277344,103.83183288574219,125.25940704345703,298.34466552734375,95.74418640136719,164.65461977543495,104.73436945840507,126.75370933311314,300.640306719622,98.1910616866473,161.96360907995128,103.117733691147,123.10201862267408,296.3811552164781,95.62681106040665,162.535328337613,104.62527054996112,126.04392358342402,299.155451236147,97.42359269716702,81235400,23419500,17089200,22519900,17177200
2023-05-05,171.09136962890625,104.70460510253906,127.70633697509766,303.46343994140625,98.12786102294922,171.81094077356033,105.0120615016026,128.77102280482822,304.75291031393346,98.80504077599075,168.32148473339686,103.25657414647502,126.93116885115082,297.2310296191115,97.08951735722647,168.5383442631647,103.96075311756313,127.42615349343724,298.6474973511191,98.01048567899501,113453200,26639300,11261400,28197100,14968200
2023-05-08,171.02236938476562,106.8865737915039,128.01455688476562,301.5096740722656,98.51610565185547,171.3673772990156,107.07501872614742,128.85509320709122,303.02383420465094,100.19551189891699,169.65221959190652,104.29797570257264,127.46352406161003,299.0088995873121,98.45290248722965,170.01693107088172,104.31780842718317,128.40680811856598,302.9554464323352,99.77114484130287,55962800,26511400,7484900,21318600,11187800
2023-05-09,169.3170928955078,106.47002410888672,127.39815521240234,299.8978271484375,98.5431900024414,171.06180609803263,109.2470748463162,127.90247415260858,302.86750779057024,99.52736142128222,169.14952233576255,106.31133960304034,126.27743537249054,299.2237873018419,97.70348689370236,170.57881302608763,107.50149988087897,126.94985587585687,300.8746930349145,97.82086222918892,45326900,36360100,7343600,21340800,11370800
2023-05-10,171.08152770996094,110.8339614868164,127.46350860595703,305.0849914550781,97.27912902832031,171.54481722364216,112.01420922516127,128.93912835459855,305.75903132119197,99.32873031747927,169.4452292165715,107.04527514179809,125.95987193335027,300.55234911259487,96.3491365822751,170.54924563088602,107.08494816131481,128.83639488315123,301.4803538446717,99.0849417433219,53724500,63153400,8133400,30078000,14884800
2023-05-11,171.268798828125,115.61444854736328,127.06195831298828,302.9359130859375,95.51847839355469,172.09679977091955,116.95338077292648,127.77174433415396,303.9225573251691,96.44847097597479,169.71135988855104,113.4721584998331,125.98792367815392,299.17500268454444,94.74197826114707,171.3673768150292,114.45404112299883,126.08132295100151,302.9261646974244,96.15051018103539,49514700,78900000,7057300,31680200,17165900
2023-05-12,170.3409423828125,116.54674530029297,125.24075317382812,301.82220458984375,95.50943756103516,171.8116866019269,117.06247940985591,127.93982613249807,303.46333185493665,96.6200154602089,168.79121464447562,115.15821991274791,124.33483462102346,299.5070375888062,94.60653116414335,171.3773676163626,115.72354718741605,127.78105881148507,303.3656393200101,95.98797684920716,45533100,41102300,9988600,19774700,12613300
2023-05-15,169.847412109375,115.55493927001953,126.29607391357422,302.3009033203125,95.69159698486328,170.97268634600138,117.50879187706043,126.70700774939242,302.73072668738115,96.47483513135155,169.2551561693846,115.05903790038903,125.10998627468017,300.47416891606105,95.24533565204263,170.92332917405315,115.15821666094425,125.3995039542641,301.94924591720934,96.09232541750528,37266700,36266800,7639500,16336500,13715600
2023-05-16,169.847412109375,118.53034210205078,125.44624328613281,304.5281677246094,93.36920166015625,170.903583292935,119.76017532413435,126.95921447814978,306.452594750173,95.45480021931573,169.58089543020992,115.47558798788296,125.11002588227049,302.66235026842685,92.91383097776523,169.76844364659667,115.5350937281414,126.51092935657569,302.66235026842685,95.29086649571876,42110300,45035600,6477200,26730300,14795200
2023-05-17,170.4593963623047,119.84944915771484,129.30337524414062,307.4064636230469,95.4638900756836,170.69628668546216,120.67264731450432,129.4341256523218,307.8274270875237,95.83729729419335,168.21871333171157,117.91543668511788,126.51091704425899,304.2149092490743,93.66972884185704,169.492059065459,118.62953592633984,126.92183671945286,305.7323794637119,94.16152991217525,57951600,33323600,12711500,24315000,14064700
2023-05-18,172.7889404296875,121.8231430053711,130.2840118408203,311.83154296875,96.3291015625,172.97648867280256,122.29920412469264,130.4988130314299,312.3406428632518,96.45661173348323,170.3508433925847,119.83953735220288,128.65895882093156,307.1323477805687,94.83548642794531,170.76541658498283,119.95854884860573,129.13527508145933,307.92533659511486,95.218003044086,65496700,35234200,10999600,27276000,12005600
2023-05-19,172.89749145507812,121.75370788574219,129.98513793945312,311.6552734375,96.7753677368164,174.11159953538055,124.93739380984856,131.20860543284945,312.05666755980644,97.49485416233486,172.68033195301507,121.1487076020142,129.00451705077612,309.7266396617467,96.37463936098223,174.11159953538055,122.53723296740392,130.55483917276476,310.08886536616376,97.057695302479,55809500,41353400,13492200,27546700,13359600
2023-05-22,171.9499053955078,124.02493286132812,128.91111755371094,314.4356384277344,95.60051727294922,172.45332751081392,125.39361788753433,132.28262532133834,315.8160338813464,97.48575152348491,171.2095929310653,121.73386343823515,128.56556597457688,311.33222095812204,95.5185469411495,171.73274586766902,121.93222852186562,131.68490716381527,311.90982815472574,96.39285777271917,43570900,35253000,11402500,24115700,12882000
2023-05-23,169.34397888183594,121.55533599853516,127.56621551513672,308.6399841308594,96.90288543701172,171.1404774028389,123.60836727655007,129.84501986130496,315.94332604860966,98.56043449146406,169.0675968111729,121.20820656831121,127.44481362014079,308.63018455651456,96.31090214290616,170.89370662105455,123.14222636559451,128.45345117431629,313.3098099504378,96.529478131294,50747300,34046300,9514900,30797200,14394400
2023-05-24,169.62037658691406,119.90896606445312,126.39884185791016,307.25958251953125,97.98664093017578,170.19288666082696,120.91068906155631,127.34212594313692,309.8539301457172,98.82452810262713,168.317434571077,118.87749019255021,126.15602372991617,306.0456005180939,97.20340990223836,168.88006417332414,120.12716390212464,126.45487571431444,308.1211084957931,97.79538611479997,45143500,34182600,8578000,23384900,16340300
2023-05-25,170.7555389404297,122.46780395507812,126.70702362060547,319.0761413574219,96.22891235351562,171.65377326209193,124.2927173391139,127.2673906034073,320.0355435840167,96.93017997522696,169.47232768730396,120.96025957388359,125.68903737754901,313.28044007035,95.36370409998207,170.18302884098296,123.49927213144791,125.91318702081462,316.452394965502,96.48391876141065,56058300,42317000,8472500,43301700,14316500
2023-05-26,173.1640167236328,123.58855438232422,127.89312744140625,325.8998107910156,95.60051727294922,173.49963649375093,124.23322775152575,128.50952828093497,326.39908122008313,97.40378119168517,170.873991291327,121.44625658316629,126.66967423765121,317.07899806419516,95.47301404428727,171.08128541223243,122.16035584955227,127.1179592797064,317.2160427328644,96.96662925010276,54835000,35635900,8579900,36630600,12370300
2023-05-30,175.00990295410156,122.65625,128.37876892089844,324.2550048828125,94.75352478027344,176.6780764350482,124.62994301273424,128.62158699949254,328.68987947656177,94.82638575119425,174.28933623535073,120.99994114625623,127.03389963789574,323.579491610932,93.45116445578357,174.67429818774622,124.61010271936992,127.7623681244016,328.19060914102903,94.07046881180122,55964400,35076700,7399900,29503100,11938000
2023-05-31,174.96051025390625,121.86280822753906,126.74443054199219,321.4942321777344,93.05953979492188,177.03339115324283,123.04304837018027,127.7997682792983,328.8856796035957,93.84277781394363,174.47683402760893,121.49583848112029,125.52096270375112,320.45646337468304,92.65881142749562,175.03947872320146,121.74378917189807,127.6970347738194,325.3123310459061,93.15972188677844,99625300,37325800,14219900,45950600,24926100
2023-06-01,177.7638397216797,122.70584106445312,128.49085998535156,325.5962829589844,94.13421630859375,177.7934510177162,123.40009998321423,129.09791241763068,326.52634626965755,96.15606299861865,174.64465267112755,121.6148595206051,126.50157262146813,317.90134604784606,92.22166107017172,175.40471108002404,121.8132170497212,127.50089054158505,319.08592941453026,92.66792233784253,68901800,30772700,12248100,26773900,13551900
2023-06-02,178.61270141601562,123.64805603027344,131.18992614746094,328.3570556640625,96.32000732421875,179.43198227661338,125.11592753657705,132.13319591046866,330.41296452982044,96.65697717744852,176.94452840385708,122.74551939681675,130.13457442941316,325.56689576601605,95.1997924040635,178.69166987914852,122.97362980848881,130.340041387807,327.2312100565703,95.77356390275001,61996900,26980100,12922500,25873800,14112000
2023-06-05,177.2603759765625,124.97705078125,129.9010772705078,328.8857727050781,95.8919448852539,182.561007136821,126.38540869142366,130.8536954120118,331.45075190474944,97.62235461093765,175.74025964458482,122.82483333614967,129.00450722615906,327.6326519557442,95.70979247031637,180.27098229225282,122.99344553305492,130.8536954120118,328.1808904162806,97.62235461093765,121946500,32305500,8511900,21307100,10628000
2023-06-06,176.89520263671875,126.26641845703125,130.1345672607422,326.6731262207031,96.67518615722656,177.79343698174293,127.23838101293813,130.8443673509023,328.3276407045584,96.78447066146872,175.13818052764557,124.33240592558523,129.07922985155474,325.1948546661747,94.69887929026449,177.64538051324874,124.97707929168565,129.51816641951615,328.2884722895139,94.85370363687713,64848400,26638300,9329500,20396200,12209800
2023-06-07,175.52313232421875,121.49583435058594,131.3953857421875,316.5894775390625,98.8427505493164,178.8693435880805,127.98221754198133,131.93707003389363,327.4661687531418,99.17061796778881,175.0295907510138,121.11895203748432,129.65826516903496,315.7279515267093,97.20342040535897,176.13511905525095,125.92919376166726,130.33069985868914,324.6858083621168,97.25806265896951,61944600,52539000,9281400,40717100,16027100
2023-06-08,178.2375946044922,121.13878631591797,131.43272399902344,318.4299621582031,98.5331039428711,178.5040961851235,122.21985523958173,131.58215708222744,319.7809886890354,99.39830540265712,175.16776569867469,120.24616233464845,130.265304756598,316.5600661501271,96.44750552206388,175.60206959137867,121.22805249747213,131.37669015550273,317.137673313342,99.06132861861592,50214900,29389200,7368100,23277700,13517100
2023-06-09,178.62258911132812,121.2280502319336,131.69422912597656,319.9278869628906,97.80449676513672,179.87617397731293,122.74550718830598,132.43204609200288,323.06067362544843,98.91560213921146,178.2968498358667,120.9106736630639,130.94709218668604,317.59785876983193,97.59503018055773,179.1556074319137,121.2478829569892,131.07784257613426,318.16566645574613,98.778989569736,48900000,23778300,7249100,22529000,12251600
2023-06-12,181.41600036621094,122.6264877319336,131.68492126464844,324.8816223144531,96.92108154296875,181.51471470308874,123.0331304793446,131.98378750077507,325.1263726657708,97.50395538340138,178.6324337942364,120.66272258318774,130.52683597574745,318.33210052305157,96.13784351706161,178.92856174317663,121.78345693305364,131.75030359782357,321.6802685980965,96.36552882811824,54274900,28306400,7596600,24260300,14112000
2023-06-13,180.9422149658203,122.81493377685547,132.63751220703125,327.2703857421875,96.9393081665039,181.7713612206094,124.1340332227792,133.43134876280965,329.90390189326365,98.6697111129635,180.08345742062403,122.17026048948374,130.8817090589414,323.4522862648796,96.79358622030676,180.4388079672042,123.95550842884325,131.19924368125277,327.44659882342825,97.79540028099517,54929100,22278300,7701600,22951300,13533800
2023-06-14,181.57395935058594,122.65625,132.14254760742188,330.2563781738281,95.7735366821289,182.00827838693002,123.03313990537379,134.1224864357795,331.92069275389673,98.46022012731446,179.66889592317074,120.45444658155986,131.40473053409755,325.821502362411,95.07226214936179,181.00144926283193,122.09092270879414,133.55278517375058,327.31937353377026,97.85912767065693,57462900,30592300,9068700,26003800,16627700
2023-06-15,183.6073760986328,124.06460571289062,133.63681030273438,340.7904357910156,96.43839263916016,184.11079826742196,124.43157546435972,133.9263279908492,342.4938888787712,97.47663713232299,181.4061843544464,121.39666138886585,130.77897031580065,330.11932517633295,96.02856184653436,181.58386719687115,122.13059332494937,131.30197184926266,330.3934444074288,96.08320409930994,65433200,35246300,9343100,38899100,16224100
2023-06-16,182.53143310546875,122.51739501953125,133.79559326171875,335.1415100097656,95.74623107910156,184.57470266619666,125.07624798326509,134.45869373040634,344.08959644957883,97.23984626632881,181.88983501651188,122.26944432692575,133.0858074190779,334.76951460321436,95.59140672456813,184.31805138125782,124.89772318191494,133.59947478908592,343.9427522263679,96.86644594372437,101256200,45535600,13813500,46552000,43128900
2023-06-20,182.62025451660156,122.09091186523438,133.11383056640625,330.9514465332031,93.55133819580078,183.69618663444365,123.5488630569753,133.55278140759413,334.8968213999289,95.4183535071158,182.02801364300083,121.13878217339122,131.72226149001006,328.8074308489354,93.0048948595233,182.02801364300083,121.9223072208865,133.1885471192388,332.18499798901604,95.33639013345598,49799100,26097500,8428600,26375400,17514100
2023-06-21,181.5838165283203,119.56182098388672,132.91769409179688,326.5556640625,94.59869384765625,183.01508403325016,121.65452532950529,134.5053814350717,330.63811253956635,95.29085217804042,180.2315024183292,119.11550521954592,132.3293102245923,325.09696171811146,93.19615152281862,182.51166200493424,121.39665450345422,133.45936408773872,329.306655264913,93.3509758639516,49515700,30306300,9926500,25117800,13285700
2023-06-22,184.58457946777344,122.14051818847656,130.35870361328125,332.5765686035156,94.07958221435547,184.63393664574576,122.22977680974192,133.17919248489687,332.9779627764546,94.6169162640838,181.29759022920584,117.8559303300752,129.7703197565961,326.34033425250004,93.48759895988508,181.36669329070625,119.01633780765464,132.90834324104497,327.1039541755478,93.66063508775432,51245300,26952200,10075200,23556800,12455300
2023-06-23,184.26869201660156,121.33715057373047,129.67698669433594,327.98504638671875,93.2599105834961,185.13733008755815,121.78346637257002,129.9851729562011,330.8633129640672,93.64242026218173,182.62026481317798,120.06764420404919,128.52823544265038,326.4480368570244,92.54953348067859,183.15329819733586,120.3850207964695,129.3874546365206,327.3389018615229,93.43294670571787,53117000,34913600,9919500,23146900,17933600
2023-06-26,182.8769073486328,117.36993408203125,129.9945068359375,321.6998596191406,94.98120880126953,185.6209974197008,120.99993578775403,130.76032666699746,329.0521396707675,95.54587089555955,182.83741558637178,117.30050819204033,128.5936033455019,321.59215393137123,93.07775591537894,184.4167547195407,119.77010249354858,129.6956405842955,326.7123419071995,93.07775591537894,48088700,33969900,8429700,21520600,14283400
2023-06-27,185.63087463378906,117.36002349853516,130.00384521484375,327.54449462890625,95.21798706054688,185.95661391553264,118.10387557545451,130.60156348649275,329.0913036434743,95.27262930436409,183.27174625542975,115.14829999374557,129.38744423918854,322.38513830210024,94.05223258802086,183.48890577659213,116.1202700370029,129.81706092696487,324.8913794122553,94.76261649966125,50730800,39535900,8154000,24354100,13227500
2023-06-28,186.8054962158203,119.19486236572266,129.43409729003906,328.79766845703125,95.99212646484375,187.44709427325768,119.4031400484243,130.0131469000075,330.88294648753094,96.37463611156801,185.17681495512898,115.89215718247867,128.84572770751336,326.8004969786541,93.98849160163279,185.50253915791174,116.1301877388727,129.96644728216324,327.6326542510409,94.99941491683558,51216800,27091400,7558600,20259500,13084100
2023-06-29,187.14109802246094,118.12371063232422,133.95436096191406,328.014404296875,97.17610168457031,187.61490879718235,119.07584040154654,134.07577713627336,329.05214338180554,97.20342976241083,186.49949997485513,117.33027294139967,130.61088443658164,325.6354380857654,95.746238007414,186.63769101872532,118.26256241740738,130.81635138516293,327.6815474089493,96.22893677158972,46347300,24090900,15423200,16997000,11364400
2023-06-30,191.46453857421875,118.71878814697266,135.83157348632812,333.38909912109375,97.67700958251953,191.96794560784363,120.08748080780242,136.35457505574118,335.5331142814067,98.25077413038963,188.78953634841974,118.708875567441,134.1691695332407,330.11923848147313,97.27628116587086,189.1547673916645,119.1849366580173,135.04707113220857,330.6576772264797,97.74076119894954,85213200,29532200,14212800,26832800,13544700
2023-07-03,189.97406005859375,118.91716003417969,136.92428588867188,330.8927307128906,97.86825561523438,191.37571654835668,119.20478376097655,137.73680522331213,333.7416288636086,98.77899688127796,189.28308969373236,117.84601116890617,136.35458465672096,329.5025652160325,97.51306707734975,191.27700219289193,118.26256653867198,136.53203468399295,332.06754454627674,97.89557674147098,31458200,14467900,8021600,12508700,7397000
2023-07-05,188.85862731933594,120.75198364257812,136.0121307373047,331.0492858886719,97.36735534667969,190.48730854754436,121.60493460466255,136.7550004176732,334.47579046215725,98.28719905331818,188.15779163185775,118.25264406620929,135.74883406462274,327.7011181507027,96.62965017157958,189.09553270560195,118.26255664547801,136.29423841477606,328.05354428027886,98.02308324351749,46920300,27584800,8934900,18172400,12491200
2023-07-06,189.3324432373047,119.12542724609375,134.66744995117188,334.1038513183594,93.7334976196289,189.53973735512338,119.31387218735846,134.8367059634684,335.7877351950813,96.28357616661907,186.7561552507634,117.42944547527459,133.00302742062036,328.45502307798586,93.28723630584739,187.38788795320247,118.81797081927608,134.4887812613519,330.2172139336629,95.70980467192351,45094300,24745200,9709500,28161200,17961400
2023-07-07,188.21702575683594,118.5006103515625,135.73004150390625,330.13885498046875,93.95205688476562,190.1813268348204,120.05774055629345,137.1405657343438,334.61289857162126,94.7170760871591,187.78272178125238,118.42126430584051,134.46997663504473,329.92347347630437,92.49486554008669,188.93760736945495,119.11552328876944,135.3256981118395,332.19476390626494,92.82273289779913,46815000,21709500,8981500,21214800,21929200
2023-07-10,186.17376708984375,115.49542236328125,136.4917449951172,324.8619689941406,95.34551239013672,187.5359467558433,117.34017600620315,137.28164960047815,328.1905971184104,95.40015464663567,184.62403920180722,115.18796594507899,135.88052346636812,320.71101328852956,93.57867198035146,186.8153651594175,117.33026342725442,135.88052346636812,327.5738215556575,93.77903618538751,59922200,35315200,9100100,32791400,14877600
2023-07-11,185.65061950683594,116.17977142333984,138.62632751464844,325.4886169433594,96.5112533569336,186.85486227702734,116.74509867791642,139.0024759399404,325.8704119772488,96.6842964214779,184.18974051380027,114.40444362500358,137.01833783588555,320.13347775646093,95.45479014999596,186.71667122446578,115.33674061449469,137.61074828925305,324.10822129809816,95.8646278899581,46638100,23078800,11260900,26698200,12576500
2023-07-12,187.31878662109375,117.9551010131836,139.312744140625,330.1192932128906,96.98482513427734,189.22385000348103,119.34362637246984,140.93014609710974,334.4758316380157,98.04128822547509,186.03557542450565,117.4393669141167,138.231348176639,328.62142222429776,96.65695775758864,187.22993768452707,117.82616938013048,138.6545024952165,329.53188638120173,97.44930507598694,60750200,30404400,11323200,29995300,13238200
