Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA,AAPL,GOOGL,JPM,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-15,257.9685974121094,332.5458984375,307.68536376953125,455.6200866699219,187.03988647460938,438.57000732421875,260.7959687899761,337.4524480652932,311.3466191836246,463.1927988881192,189.6897370464893,445.3599853515625,256.8096782083212,330.507324974913,306.18304245620016,454.8618076165624,186.31992419508657,437.6499938964844,260.40631875644857,337.4124676651339,306.8993776774091,463.0630900555096,186.48991316970114,441.1300048828125,39388600,28442400,14751400,23225800,206188600,49465800
2026-01-16,255.29112243652344,329.7678527832031,310.8789978027344,458.8127746582031,186.21990966796875,437.5,258.6579671912775,334.4145755186536,315.5948534301565,462.13520850615447,190.4296883714215,447.25,254.69167723491495,327.46948297740045,308.42157308655703,455.4404972994736,186.06992389502736,435.260009765625,257.6589020182799,334.1747541117482,308.76979706409315,456.78739866953146,189.06976141755646,439.5,72142800,40341600,14652500,34246700,187967200,60220600
2026-01-20,246.46937561035156,321.77349853515625,301.19854736328125,453.48492431640625,178.06036376953125,419.25,254.55180921698133,327.49947891315526,309.56573031914434,455.7597309230742,182.37012791600927,430.7300109863281,243.19244305608962,320.20459558658575,300.323023148028,448.2568669541529,177.60038196777572,417.44000244140625,252.49373739571587,320.6442885211675,304.65088058894946,450.1924514863621,181.89014292514364,429.3599853515625,80267500,35361000,12900600,26130000,223345300,63187300
2026-01-21,247.41848754882812,328.1490173339844,300.50213623046875,443.0986328125,183.31008911132812,431.44000244140625,251.3248360900433,332.24613943011235,303.8450138204667,451.65911099901973,185.3699752173061,438.20001220703125,244.9507953165175,319.12537039479025,299.61665319654776,437.68100562513575,178.3903418724365,419.6199951171875,248.46750904444812,320.6942733516965,301.88504309324475,451.56931960591265,179.04031586008543,421.6600036621094,54641700,35386600,10270100,37980500,200381000,68124000
2026-01-22,248.1178436279297,330.3074951171875,302.0840148925781,450.1126403808594,184.82998657226562,449.3599853515625,250.76536025794266,334.9142376434696,306.6307531542374,451.8087507279656,186.15991637882954,449.5,247.9180183962477,328.5187457270175,301.35772089620315,443.6873036586902,183.92003219020145,432.6300048828125,248.96703988447874,334.2147483456718,303.3077326815458,446.600636936346,184.7399951080077,435.1600036621094,39708300,26253600,10535800,25349400,139636600,71546700
2026-01-23,247.80812072753906,327.6993103027344,296.2041015625,464.888916015625,187.6598358154297,449.05999755859375,249.17685039145397,333.45526818914374,300.8304191049288,470.0271819611143,189.58973923983262,452.42999267578125,244.45126111041233,327.21966747627397,295.000271015744,449.50401819491054,186.80989099781206,444.0400085449219,247.08880782235642,332.25610013077164,300.4623078902987,450.8409629929935,187.48984685190618,447.42999267578125,41689000,27280000,11107900,38000200,142748100,56771400
2026-01-26,255.17123413085938,333.02557373046875,299.5072021484375,469.20904541015625,186.4599151611328,435.20001220703125,256.32015295784896,335.60374537803585,300.243424572115,473.1700058760031,189.1097657209082,445.0400085449219,249.5664780183616,326.7699676491338,295.9354850066467,460.94790240319116,185.97994539629804,434.2799987792969,251.24490015634893,327.5793954045391,296.2936374196168,464.25036221183507,187.1498802806874,445.0,55969200,26042100,11752700,29291200,124799600,49397400
2026-01-27,258.0285339355469,334.31463623046875,298.7809143066406,479.485595703125,188.50979614257812,430.8999938964844,261.70511669708895,337.6722883721735,300.4324657566407,481.7703893732875,189.9897117301412,437.5199890136719,257.96859246831417,333.2454121385867,296.6319086980451,472.0825097961169,185.6899415183402,430.69000244140625,258.92771692213245,335.1340666902067,299.7957098597862,472.62128861771004,187.22986667366473,437.4100036621094,49648300,21636200,11527400,29213900,143711600,37733100
2026-01-28,256.2002868652344,335.7736511230469,299.2385559082031,480.533203125,191.5096435546875,431.4599914550781,258.61800761819165,337.30257365930305,300.38272473319716,482.63838346935967,192.33960048487265,438.260009765625,254.27208306792676,331.7065067534381,296.53240414079806,476.9114647448887,189.82972650403363,430.1000061035156,257.409147241713,335.82360375323316,298.74110176244625,482.10959164059926,191.25965707901594,431.9100036621094,41288000,27434400,9556700,36875400,148552700,54857400
2026-01-29,258.0385437011719,338.0120544433594,304.8598327636719,432.5128173828125,192.49957275390625,416.55999755859375,259.4072580677027,342.0492210013424,305.2677184721844,441.49232224197124,193.46952146246272,440.2300109863281,254.17216647920577,326.3103005061971,300.6812055104527,420.06122635013605,186.04992498376654,414.6199951171875,257.75880668092503,340.06060015063264,300.86028172816947,438.98802836564175,191.32963792417547,437.79998779296875,67253000,39785600,11580000,128855300,171764400,81686100
