Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2025-04-24,207.4657745361328,158.7296142578125,239.97299194335938,384.35748291015625,106.40491485595703,259.510009765625,207.92378505310097,159.03854063446718,240.78715979495186,385.49877003384853,106.51488953927,259.5400085449219,202.0593452871763,155.2516683139833,233.04767825191306,372.33950296048084,103.08569768188364,249.1999969482422,204.00088023313933,155.6104249592094,235.1664754342962,372.8456379358323,103.4556132191724,250.5,47311000,45894000,9055200,22232300,220815000,94464200
2025-04-25,208.371826171875,161.40036010742188,238.90380859375,388.8729553222656,110.98385620117188,284.95001220703125,208.8397878176709,165.52605388757996,240.93431149661754,389.1805976978566,111.8936379045766,286.8500061035156,205.30519003897632,160.4835257508864,237.13814413406232,381.67803664886475,105.70510100806126,259.6300048828125,205.47445049920006,164.49961422965615,239.98281495355522,384.05979677325973,106.82483233532861,261.69000244140625,38222300,56034000,8588600,18973200,251064700,167560700
2025-04-28,209.2281036376953,160.05502319335938,238.58009338378906,388.1882019042969,108.70438385009766,285.8800048828125,210.5822025692478,162.5862396977989,242.13102985600685,389.7561846754867,110.343996814893,294.8599853515625,206.55974070372147,158.0519740918863,236.24549185288936,383.7025530868883,105.9950156815573,272.4200134277344,209.08871177088434,161.86872639451175,239.89452661223797,388.9821118643913,109.66415673478784,288.9800109863281,38743100,29745800,7394300,16579400,207708500,151731800
2025-04-29,210.29345703125,159.60658264160156,239.95338439941406,391.0462951660156,108.99430847167969,292.0299987792969,211.31898611202763,160.18458031932272,240.5713706917717,392.0982394081848,110.1740307356611,293.32000732421875,207.46576971677675,156.97570557414937,237.07928713486953,387.41409832984397,107.41468656100368,279.4700012207031,207.78438836336602,159.76603342291708,237.5697486449445,388.3270916828822,107.64462809509338,285.5,36827600,26809000,7216800,14974000,170444300,108906600
2025-04-30,211.57785034179688,158.2512664794922,239.95338439941406,392.2570495605469,108.89433288574219,282.1600036621094,212.65316547487808,158.7196436016194,240.541944198583,393.6464071015826,108.89433288574219,284.45001220703125,205.7731479657814,154.86300612354924,233.88146850985436,381.5192464831796,104.05547701680861,270.7799987792969,208.39173986928208,157.43409270690867,236.60844827615284,387.3347110069874,104.44538450923935,279.8999938964844,52286500,34981100,12991700,36461100,235044600,128961100
2025-05-01,212.39430236816406,160.7426300048828,242.18006896972656,422.16802978515625,111.58370208740234,280.5199890136719,213.62891164873253,161.39037784388623,243.71030639233103,433.669971462135,114.91291927434723,290.8699951171875,207.99346964638974,158.36088927125815,237.55011140160724,421.67182852064957,111.27377757314032,279.80999755859375,208.1726964341785,159.8955611021286,238.2073279886132,427.8346397458207,113.05335693358144,280.010009765625,57365700,30203200,8689600,58938100,236121500,99659000
2025-05-02,204.45889282226562,163.46319580078125,247.69285583496094,431.9729919433594,114.47303009033203,287.2099914550781,206.0917754590827,164.39995007912242,248.78168093946223,436.1013902925972,115.37281962529518,294.7799987792969,201.2827333487594,161.3106559960053,244.70105272563194,426.7231738378541,113.34329900218786,279.80999755859375,205.19567188008233,162.84534306658284,246.4667021122206,428.4598783453456,114.15310576985596,284.8999938964844,101010600,25715000,7165000,30757400,190194800,114454700
2025-05-05,198.02691650390625,163.64259338378906,247.74192810058594,432.85626220703125,113.79318237304688,280.260009765625,203.21431440062256,164.81850869798296,250.29233406900863,436.1609495915282,114.64298057759626,284.8500061035156,197.34987465543003,162.15773647441492,245.8095084557676,428.8270797245025,112.63345964895049,274.3999938964844,202.21865389928206,162.4367677423953,246.38824947467103,429.58131540385136,112.88340074602954,284.57000732421875,69018500,21341800,5450700,20136100,133163200,94618900
2025-05-06,197.64854431152344,162.6659698486328,244.49505615234375,430.0179138183594,113.51325988769531,275.3500061035156,199.77925700053618,164.23055216038995,247.83018834347143,434.40434608152555,114.7129742117387,277.7300109863281,196.165020010421,160.63302556719455,244.2498254039462,427.89418827142663,110.7938992837595,271.3500061035156,197.3498583398735,161.60963501178307,245.23074839753636,428.91636160877,111.4537475013017,273.1099853515625,51216500,21277200,6369900,15104200,158525600,76715800
2025-05-07,195.3983612060547,150.85691833496094,244.63238525390625,430.0576477050781,117.03242492675781,276.2200012207031,198.5745204381265,164.42985019413678,247.63400722536448,434.79139692835327,117.65228163619798,277.9200134277344,192.4113798882551,147.32914212449143,244.08307077124687,427.83464541633373,112.25355204144066,271.0,198.30568786560423,163.5130310359637,245.08361641763196,430.54391525930873,113.02337494499027,276.8800048828125,68536700,127490100,8724100,23295300,206758800,71592600
2025-05-08,196.63299560546875,153.74688720703125,248.63455200195312,434.8410339355469,117.34236145019531,284.82000732421875,199.18188402861682,155.39117958130052,250.9985800051324,440.29924790125443,118.65205049698933,289.79998779296875,193.83517686729027,152.37165090458322,246.75118165326785,432.3500938706748,115.82271514729747,279.4100036621094,196.86199326420865,154.46440047734652,246.7708043040648,434.60283673184324,118.22215145930612,279.6300048828125,50478900,57498700,8320100,23491300,198428100,97539400
2025-05-09,197.66848754882812,152.22216796875,248.2519989013672,435.3967590332031,116.62252044677734,298.260009765625,199.66975978270045,154.51422329361623,250.63563464782604,437.3914674607305,118.20215005190205,307.0400085449219,196.68277813613466,151.674065468403,247.52611048052464,432.5684058555715,115.18285724943865,290.0,198.13644922219603,153.63725929306102,249.64490778917525,436.6570993033328,117.32235248570746,290.2099914550781,36453900,32435300,5087600,15324200,132972200,132387800
2025-05-12,210.15048217773438,157.91246032714844,255.08901977539062,445.8467712402344,122.97102355957031,318.3800048828125,210.62903686932515,158.5502482480448,258.57131446306823,445.9559209816134,122.97102355957031,322.2099914550781,206.12274573806786,155.7100901217978,253.76479764463758,436.43878433354007,120.25166311897564,311.5,210.32994399020487,156.94581087118723,257.88465637383746,442.551987565255,121.94126742822685,321.989990234375,63775800,44138800,9603900,22821900,225023300,112826700
2025-05-13,212.2840118408203,158.978759765625,257.9925537109375,445.7276916503906,129.89938354492188,334.07000732421875,212.7525871854542,160.0151746711756,258.639966447806,447.24606632617565,131.18908818741485,337.5899963378906,208.36594186281494,155.62040930962155,255.4225403810428,441.9763809723924,124.44067836400953,316.79998779296875,209.7915962682986,158.24131128306263,256.0503155003321,444.37800844651383,124.95056035306071,320.0,51909300,42382100,8589000,23618800,330430100,136992600
2025-05-14,211.68582153320312,164.79856872558594,260.5724182128906,449.4988098144531,135.30810546875,347.67999267578125,213.29093762104833,166.4229412214118,261.5533412811179,450.45150777480933,135.40808800730593,350.0,209.94113079478424,159.0584775444673,257.28631994724986,444.73528972695,131.6489642323906,337.0,211.78550901932945,159.4072742222668,257.9827669437803,444.73528972695,133.16861033831793,342.5,49325800,48755900,8643100,19902800,281180800,136997300
2025-05-15,210.8084716796875,163.39344787597656,262.3870849609375,450.512939453125,134.79823303222656,342.82000732421875,212.31390017581901,165.6356730691148,264.3783574631619,453.55526390744575,136.2678878895653,346.1400146484375,208.90426284202815,161.80893051621783,259.7091843166256,447.82852124457236,132.6287461607251,334.7200012207031,210.3099886465303,165.26694125278715,261.8770157752101,448.16655392379437,134.258351724734,340.3399963378906,45029500,33146700,9214600,21992300,226632600,97882600
2025-05-16,210.6190643310547,165.61572265625,262.45574951171875,451.6463317871094,135.36810302734375,349.9800109863281,211.92510277199543,168.76480673115492,263.33857420454694,451.73580834700897,136.31789147723805,351.6199951171875,209.1335944967917,165.04768502743337,259.66011303826815,446.1383501578063,133.42857277146337,342.3299865722656,211.71573318604425,167.15039440077075,262.3968965278898,449.43915228561843,136.18791721457987,346.239990234375,54737900,42846900,8932900,23849800,226542500,95895700
2025-05-19,208.14659118652344,165.96450805664062,259.826904296875,456.2197570800781,135.53805541992188,342.0899963378906,208.84446444770495,166.06416858529283,263.20128200998215,456.9355998797858,135.83797251007488,343.0,203.64029993754312,163.65253281131433,256.93316930268384,448.1963586877965,132.35879696756518,333.3699951171875,207.27923550566183,163.94152401470697,260.48410598167084,448.27591363294266,132.35879696756518,336.29998779296875,46140500,30426100,12145000,21336500,193154600,88869900
2025-05-20,206.232421875,163.41336059570312,260.6116027832031,455.5238342285156,134.3483428955078,343.82000732421875,207.83753801206538,167.91774593119885,261.5729180532009,455.69283539558984,134.54829272140586,354.989990234375,204.40797196423648,162.337090725838,257.2960784147582,451.69606398891386,132.58874781513978,341.6300048828125,207.03996203611737,165.8548915457752,257.5118826616805,452.9587181303489,134.2583525069389,347.8699951171875,42496600,46607700,8436300,15441800,161514200,131715500
2025-05-21,201.4768829345703,167.97755432128906,256.06011962890625,449.9561767578125,131.76895141601562,334.6199951171875,206.41186226922272,172.54173038625467,260.5821597835497,455.1360777634671,137.36762292180558,347.3500061035156,200.10108001028593,162.99483135159699,255.75603592778836,449.20055644956204,130.55922977564506,332.20001220703125,204.5475404614086,163.12438701474937,259.30697200049985,451.94462570262056,133.02864907239967,344.42999267578125,59211800,73416000,7464000,19216900,270608700,102354800
2025-05-22,200.7490997314453,170.279541015625,255.69720458984375,452.2329406738281,132.7987060546875,341.0400085449219,202.1348820380274,176.15916224613377,257.29608389039316,457.5918252828005,134.21836966107523,347.2699890136719,199.09413231135568,170.12010546424852,253.93152527688756,451.27849365115543,131.51900885300861,331.3900146484375,200.1010778345708,171.25616550038472,254.49065855609336,452.32244757902833,132.19884131725317,331.8999938964844,46742400,74864400,6514100,18025600,187344000,97113400
2025-05-23,194.67758178710938,167.8878631591797,255.73643493652344,447.5799560546875,131.25906372070312,339.3399963378906,197.10020219746903,169.37272002705043,256.9920152183282,451.06969358680703,132.64873565144939,343.17999267578125,192.8730755135501,167.30986548992928,251.11629584411466,446.3173019248347,129.12957588399638,333.2099914550781,193.0824298832746,168.47582079984258,251.9108411041023,447.3811293692874,129.96937433382988,337.9200134277344,78432900,35211400,6671800,16883500,198821300,84654800
2025-05-27,199.60260009765625,172.30255126953125,260.22906494140625,458.0292663574219,135.4680633544922,362.8900146484375,200.1309909415137,172.5716225630013,260.23885381510826,458.2877744248074,135.6280293045703,363.7900085449219,196.83102019804124,169.4125780788469,256.99200115618,453.48565331857327,133.27857708527512,347.32000732421875,197.6983910952664,169.57202886061165,257.04106526626447,453.8435898996704,134.1183754403962,347.3500061035156,56288500,37995700,7506600,20974300,192953600,120146400
2025-05-28,199.81195068359375,171.76441955566406,258.46337890625,454.7184753417969,134.7782440185547,356.8999938964844,202.11494001836002,174.66436785084326,261.63177081627316,459.84867709346275,137.2176717346689,365.0,199.2935240345892,171.31597754856884,257.8846379571237,454.2909661144885,134.75824445795843,355.9100036621094,199.98143310081724,172.56165823831284,261.16091702282114,458.55619745791415,135.9979578766118,364.8399963378906,45339700,34784000,5535400,17086300,304021100,91404300
2025-05-29,199.3433837890625,171.26614379882812,259.3266296386719,456.0308837890625,139.15721130371094,358.42999267578125,203.19167383577107,173.81729536660228,260.3467980228732,459.05333474747385,143.45620133736625,367.7099914550781,197.90775006205254,170.04039828273065,257.5217347653291,452.68035209769624,137.87751407348716,356.0,202.9623758748587,173.39874848808273,259.74841937820054,458.884303233251,142.21648797143945,365.2900085449219,51396800,29317300,5081200,13974800,369241900,88087800
2025-05-30,200.24066162109375,171.14654541015625,258.9636535644531,457.7011413574219,135.09817504882812,346.4599914550781,201.3472946799051,171.6149225074488,260.26826789000455,459.0135248792732,139.58710766728817,363.67999267578125,196.18300200128658,166.86140133176752,257.71789221988047,452.90900269221845,132.88868890141003,345.2900085449219,198.7651407343476,170.75789369177105,258.4241579270174,457.0648535034259,138.6873257641086,355.5199890136719,70819900,52639900,10977700,34770500,333170900,123474900
2025-06-02,201.08807373046875,168.44590759277344,259.611083984375,459.3018798828125,137.34764099121094,342.69000244140625,201.51677709467234,169.2830012834345,259.97402070361045,459.44105553120437,138.08745689917103,348.0199890136719,199.51286535414474,166.81157529888503,256.90372693326515,454.2512329224997,135.36809645457458,333.3299865722656,199.67238359256916,167.2600172613062,258.00235590026796,454.49978904014216,135.45808684638126,343.5,35423300,38612300,6011200,16626500,197663100,81873800
2025-06-03,202.6533203125,165.6057586669922,261.1903381347656,460.29608154296875,141.1867218017578,344.2699890136719,203.1518034040851,167.89781407143477,261.49442184863057,461.4593374660713,141.9665367692297,355.3999938964844,200.35033086337637,164.70887469424017,257.86502496413567,458.19825223653834,137.91748812723765,343.0400085449219,200.73914706631285,166.91124474262,258.6988154428008,458.8047449110186,138.74729436292043,346.6000061035156,46381600,45084900,6998400,15743800,225578800,99324500
2025-06-04,202.20468139648438,167.4693145751953,259.1794738769531,461.1908874511719,141.88656616210938,332.04998779296875,205.6143037964219,167.63872532387313,262.0241445637471,463.00038321907994,142.3564566649135,345.6000061035156,201.48686455307688,165.78515185366567,259.14022857540317,460.3457906064832,139.5071219355859,327.3299865722656,202.29440469878628,166.1638436483944,260.84705493579474,461.3201414833542,142.15650682982962,345.1000061035156,43604000,26900800,5915700,14162700,167120800,98912100
2025-06-05,200.02133178710938,167.62875366210938,256.95281982421875,464.9788818359375,139.95703125,284.70001220703125,204.12882762641604,170.339340657981,259.689573738958,466.93750520910584,143.96608121416313,324.54998779296875,199.54277706238673,167.0108857444217,255.34409155992694,461.3499686746429,138.79730082341692,273.2099914550781,202.88261988754903,169.7513830642687,259.689573738958,462.2745901279283,142.13651043477643,322.489990234375,55126100,36379100,8173800,20131700,231397900,287499800
2025-06-06,203.30133056640625,173.07984924316406,260.6606750488281,467.663330078125,141.6865997314453,295.1400146484375,205.07592905349443,173.897023068816,261.56310742936586,470.6062261334739,143.23623746842864,305.5,201.4370087789868,170.239706414102,259.2187170664052,466.07256479314685,141.47664251332282,291.1400146484375,202.3841235560851,170.239706414102,259.28735892431575,467.37499647452495,142.47640682683559,298.8299865722656,46607700,35731800,7738100,15285600,153986200,164747700
2025-06-09,200.83883666992188,175.6939697265625,261.6513977050781,470.0196228027344,142.59640502929688,308.5799865722656,205.37503589356555,176.0731199779413,262.7892720045682,470.69568816704816,144.96584183837217,309.8299865722656,199.4131823149893,173.9778367906517,258.32608422186917,465.9134708467471,141.9065651342004,281.8500061035156,203.76991971327615,174.14745263351276,260.9255242470256,466.98725027602023,143.15627066728982,285.9599914550781,72862600,28935900,8285000,16469900,185114500,140908900
2025-06-10,202.05511474609375,178.19833374023438,263.4759521484375,468.2002258300781,143.92608642578125,326.0899963378906,203.73002568042446,180.70268325607967,263.77021710595534,470.06934244703956,144.25599524562207,327.8299865722656,199.96149509379936,174.5166301339373,260.77841360806616,464.26307487233004,141.4966510569608,310.6700134277344,199.9914028593682,175.80372221831115,260.80784010381797,468.4686555284736,142.65638139553192,314.94000244140625,54672600,61766100,7538100,15375900,155881900,151256500
2025-06-11,198.17694091796875,176.95114135742188,263.0345153808594,469.8903503417969,142.80625915527344,326.42999267578125,203.8795888248368,179.96433833777158,264.4764734919835,472.72389606625393,144.96590375929992,335.5,197.8080682902945,176.352484683136,260.71955130335203,466.9474544926898,141.84641202362192,322.5,202.88262262031438,179.36569688795734,263.55440341083494,467.30536072753216,144.5859620448177,334.3999938964844,60989900,31646800,7434100,16399200,167694000,122611400
2025-06-12,198.5956573486328,175.30484008789062,263.1227722167969,476.104248046875,144.9759063720703,319.1099853515625,199.07419684911244,176.32255032681226,263.17183632733907,477.6453141185156,144.9759063720703,332.55999755859375,196.7612432530472,174.3569797237004,260.0819349081481,470.7851412769109,141.82643588786814,316.8599853515625,198.47602627663701,175.78375628436552,261.76909370629187,472.2764779222473,141.94641106631286,323.0799865722656,43904600,20941900,6618000,18950600,162365000,105127500
2025-06-13,195.85398864746094,174.27716064453125,259.8955383300781,472.2168273925781,141.9464111328125,325.30999755859375,199.76209396079906,176.73163473712606,261.92602601343884,476.4124557062983,143.55614422146527,332.989990234375,195.1062640673262,172.00228964381978,257.69825064418626,470.0295518485209,140.82660211679442,313.29998779296875,199.12403626091725,172.05218023736916,260.0230331633122,473.6584649544854,142.45632089769495,313.9700012207031,51447300,27663100,7098300,16814500,180820600,128964300
2025-06-16,197.8180389404297,176.3724365234375,265.2023010253906,476.3727111816406,144.66595458984375,329.1300048828125,198.08722408394675,176.5420523549515,266.5461905448813,477.91374692205306,146.1556971839991,332.04998779296875,195.96368113091867,174.25719419482596,261.75928200050436,472.25660744971805,143.1761967394354,326.4100036621094,196.7014416228738,174.33701609632743,261.90641444850957,472.4653860858625,143.32618096280035,331.2900085449219,43020700,27389200,8566000,15626100,183133700,83925900
2025-06-17,195.0464630126953,175.5542755126953,264.3783264160156,475.279052734375,144.09603881835938,316.3500061035156,197.7881200100286,176.96110799729416,265.42792109233284,475.97499162724574,145.1958620737219,327.260009765625,194.61777485692886,174.1873615915514,262.6911378485661,471.3419021646973,143.75609899624828,314.739990234375,196.60172782081946,175.30483777675101,263.0541044634296,472.65428568792316,144.46598768948277,326.0899963378906,38856200,24973000,6739300,15414100,139108000,88282700
2025-06-18,195.9835968017578,172.93020629882812,268.7336730957031,477.4663391113281,145.455810546875,322.04998779296875,196.97059871241268,176.16290971424257,272.4219533800811,478.2219594008936,145.62578045463974,329.32000732421875,194.4781834746436,172.81046582918458,264.5745689012487,471.71972301658775,143.0962022725339,315.45001220703125,195.34553910938874,175.6141436330853,264.849226160592,475.2392860574369,143.9860537050978,317.30999755859375,45394700,28707500,9586400,17526500,161494100,95137700
2025-06-20,200.39019775390625,166.26522827148438,269.7538146972656,474.64276123046875,143.8260955810547,322.1600036621094,201.08807102199273,173.94790803011588,272.00992553694005,480.667759158903,146.17569581398777,332.3599853515625,196.2627584683704,165.08788938336605,268.5865139770169,474.1158234691147,142.6262828381709,317.7799987792969,197.63857663438114,173.55878574385125,270.3129479704052,479.44488246554124,145.42582047781178,327.95001220703125,96813500,75659900,13969700,37576200,242956200,108688000
2025-06-23,200.888671875,164.8184814453125,272.9614562988281,483.1930847167969,144.1460418701172,348.67999267578125,201.686247808318,166.9636398925432,273.2361135654262,484.932977511559,144.7559411184857,357.5400085449219,198.3563846401482,161.63565348702906,266.9189664982738,469.7810065395394,142.00639807778802,327.4800109863281,201.01828233775666,165.8960542954959,269.81270157543656,475.44806772339973,142.47632119978937,327.5400085449219,55814300,57671000,8094600,24864000,154308900,190716800
2025-06-24,199.6923065185547,166.3949432373047,275.8944091796875,487.2793273925781,147.87539672851562,340.4700012207031,202.82277936444737,167.84167918331357,277.31672955102783,489.009298556199,147.93539956519925,356.260009765625,199.59260382672892,165.75638318822968,274.1777939507156,483.9884469122188,145.47580197371775,340.44000244140625,201.9753521214132,166.5445998017471,274.864422081068,486.1260537385937,145.53578955415,356.1700134277344,54064000,40524300,9267900,22305600,187566100,114736200
2025-06-25,200.94850158691406,170.296142578125,278.6409912109375,489.4268798828125,154.28436279296875,327.54998779296875,203.05210084338043,171.97237226546412,278.85679547317505,491.7036624656625,154.4243389252029,343.0,200.01135094007643,167.17319213194548,275.55108967897763,486.56353883181055,149.23519867353343,320.3999938964844,200.83883469818846,167.25301404319714,276.1298306696613,489.1982276680394,149.24520677628502,342.70001220703125,39525700,35479000,6826900,17495100,269146500,119845100
2025-06-26,200.39019775390625,173.14968872070312,283.2414855957031,494.57696533203125,154.99423217773438,325.7799987792969,202.025221644493,173.29936049404486,283.8888982978831,495.1635541172166,156.69394650127538,331.04998779296875,198.85487656411598,169.55779452756443,279.0431368074924,489.9637493151316,153.97439748110884,323.6099853515625,200.81888589983927,172.04218458564608,279.2687598498159,490.13278082199906,155.95406403411533,324.6099853515625,50799100,31796700,8942100,21578900,198145700,80440900
2025-06-27,200.46995544433594,178.12847900390625,281.6327819824219,493.07568359375,157.72378540039062,323.6300048828125,202.60346239871808,178.27813555923768,283.19247586135157,496.4162632322767,158.68363258213975,329.3399963378906,199.39323017588663,171.3437693802371,279.6022941678673,490.1824867596744,155.23419369167684,317.5,201.2774955925489,173.14969619543672,280.3575940845552,494.6763704185467,156.01406285223712,324.510009765625,73188600,108140200,17868600,34539200,263234500,89067000
2025-06-30,204.54754638671875,175.83364868164062,284.3793640136719,494.5372009277344,157.96376037597656,317.6600036621094,206.7608124915243,180.82240351749414,287.0670832038085,497.86785899517616,158.6336472456001,325.5799865722656,198.6554726965608,174.1873656755976,283.40825991352006,492.4691970236715,155.93409881773164,316.6000061035156,201.39712965217615,180.3734186271616,284.8600066595423,494.1693427257206,158.37368067249696,319.8999938964844,91912800,63378900,12689200,28369000,194580300,76695100
2025-07-01,207.18951416015625,175.44451904296875,284.86981201171875,489.2080993652344,153.2745361328125,300.7099914550781,209.55231908550664,175.6939567742825,285.5760776699381,495.1734457101395,157.17388214393176,305.8900146484375,205.51460310500556,173.139716841545,281.1226794935163,488.1443023264632,151.46483925954294,293.2099914550781,206.04299395149746,175.3447530851258,285.34066576232834,493.60258452282886,156.26402965591922,298.4599914550781,78788900,35904500,9338300,19945400,213143600,145085700
2025-07-02,211.79550170898438,178.23822021484375,286.4295349121094,488.2536926269531,157.22386169433594,315.6499938964844,212.6927652029137,178.4577266308603,287.23389900971387,490.6497772469701,157.57380961936815,316.8299865722656,207.50854401160626,174.67625741761273,284.17342383730266,485.87751191483574,152.94457434216997,303.82000732421875,208.27621224418834,175.14518633422566,286.46878021661104,487.1600396387865,152.9545671877056,312.6300048828125,67941800,29128900,8158700,16319600,171224100,119483700
2025-07-03,212.90213012695312,179.126220703125,291.75201416015625,495.9589538574219,159.3135223388672,315.3500061035156,213.9987837940836,179.265905222364,292.1462676228288,497.2415119784696,160.95324924613055,318.45001220703125,211.16740350258758,176.65180269468908,287.03074848169234,490.59014753996934,157.74379112425564,312.760009765625,211.5063683517463,178.09853847776557,287.95726066275904,490.9580057562307,158.34368228178877,317.989990234375,34955800,21689700,6541600,13984800,143716100,58042300
2025-07-07,209.3130340576172,176.3923797607422,287.77984619140625,494.84539794921875,158.21371459960938,293.94000244140625,215.57398008038285,178.89674433224096,291.7914435365602,495.8694479262707,159.28352889047815,296.1499938964844,208.16652910348648,175.28487562232132,285.91695574871414,492.36978876052433,157.31385497697042,288.7699890136719,212.03474730839852,178.65727862884938,291.0127726573706,494.50736527479916,158.17371270193448,291.3699951171875,50229000,34175600,8825700,13981600,140139000,131177900
2025-07-08,209.3728485107422,173.9678497314453,278.72174072265625,493.7517395019531,159.97341918945312,297.80999755859375,210.78853856973336,177.54977185383785,285.54244302383853,495.3226311177228,160.19338386133896,304.04998779296875,207.81758380403343,172.42133277200756,276.28718720828704,491.25622643335066,158.36368604860908,294.3500061035156,209.46258702266434,177.4500058972594,285.1185912184717,494.36815380384166,159.3035323273478,297.0,42848900,40442500,15440900,11846600,138133000,103246700
2025-07-09,210.49942016601562,176.22276306152344,279.0962829589844,500.6019592285156,162.85293579101562,295.8800048828125,210.68884615759353,179.03642797074187,283.0783120359289,503.8530622357068,164.39267314506114,300.1499938964844,206.5913149088396,172.38143114455036,278.42604907780265,496.85371365827956,161.13322041798892,293.54998779296875,208.89430414855983,174.85584916951822,283.05857981144027,497.41047691930333,161.1932080055649,297.54998779296875,48749400,43025600,11273800,18659500,183656400,75586800
2025-07-10,211.7655792236328,177.22052001953125,284.05413818359375,498.58367919921875,164.07273864746094,309.8699951171875,212.83232507172787,178.02869585837095,284.1724112302303,501.52657502305914,164.4726660794993,310.4800109863281,209.39279496736208,173.98781666417247,278.93861835925793,494.87521114411277,161.5831469026993,300.0,209.87133445003573,175.2350053597822,278.93861835925793,500.14458849842043,164.29270331195812,300.04998779296875,44443600,29252400,8410900,16492100,167704100,104365300
