Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,JNJ,JNJ,JNJ,JNJ,JNJ,JPM,JPM,JPM,JPM,JPM,TSLA,TSLA,TSLA,TSLA,TSLA,XOM,XOM,XOM,XOM,XOM
Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,160.33193969726562,161.19415486672693,155.717147988404,156.030686213781,130216800,163.3582305908203,164.28427145439645,161.98696131257623,162.28080472934283,9403900,111.46448516845703,111.74464221162738,109.47630992531687,110.98551611682517,13015600,292.5033264160156,300.0,273.8999938964844,299.99334716796875,124948500,75.98408508300781,76.80318173422033,73.25667698740368,73.96249035395398,33683800
2022-04-29,154.46299743652344,162.84015665375182,154.07108967503086,158.56829627206238,131747600,160.68692016601562,162.54791463680928,160.45539979088002,162.5033904426004,8463100,107.8676986694336,111.70849723680001,107.45198953422596,111.20241774955869,14874800,290.2533264160156,311.4666748046875,290.0,300.75,88133100,74.28489685058594,76.80317610640166,73.80563679231805,76.80317610640166,34656500
2022-05-02,154.7667999267578,155.03133103517357,150.17160722826696,153.54206903484993,123055300,159.06634521484375,161.5328390424036,157.6327529972145,160.69583303390388,7145400,108.85274505615234,109.08771348260495,106.83745935622471,108.33762647553962,18545000,300.9800109863281,302.1199951171875,282.6766662597656,286.92333984375,75781500,75.29570007324219,75.84466526511761,73.74464321643005,74.07577077655031,36335200
2022-05-03,156.2560272216797,157.46117291588328,153.15991957685017,154.95291204808,88966500,158.75465393066406,160.83826908133847,158.21149144572055,159.20878162650794,5898700,111.18434143066406,112.21457862994093,109.15097744869927,109.82876544268754,15720900,303.0833435058594,308.02667236328125,296.1966552734375,301.05999755859375,63709500,76.84674835205078,77.36085764847172,75.04299802623956,75.16499028803706,33908100
2022-05-04,162.66383361816406,163.1145261346623,156.04048055543203,156.44219580516028,108256500,160.45538330078125,160.7225148517048,157.73957077566274,158.63000022082454,5923000,114.86248016357422,115.13359814150685,110.92227174790185,110.97649948037832,17128500,317.5400085449219,318.5,295.09332275390625,301.3133239746094,81643800,79.90528106689453,80.06212921799442,77.47414469696616,77.98825401841138,46188400
2022-05-05,153.60081481933594,160.76303686900772,151.8175999162394,160.5376906280676,130525300,157.39231872558594,160.019096706819,156.06558742237982,159.76086453464202,7089200,111.9886474609375,113.95875147359433,110.39810995874578,113.19059313864258,15055400,291.09332275390625,315.20001220703125,285.8999938964844,313.00665283203125,92519100,78.69406127929688,80.21026217185614,77.0210188958654,80.20154653967009,41013400
2022-05-06,154.32691955566406,156.44636712680793,151.2851189689877,153.0807608024048,116124600,157.04505920410156,157.49027398992655,155.5491440454306,155.9498346352977,6434000,111.80791473388672,112.32303336182433,109.5124717740967,111.88021377863988,14417900,288.54998779296875,296.0,281.03668212890625,295.6666564941406,72903000,79.89656829833984,80.00984492784963,77.85754243060624,79.27789135610092,29619300
2022-05-09,149.2049102783203,152.90412873322438,148.6456204167706,152.02101820173502,131577900,157.89984130859375,158.99506562587368,155.4600599513056,156.22582975053663,7855200,110.12700653076172,111.45547225554238,108.89795027482975,110.35293588817838,14312300,262.3699951171875,281.8766784667969,260.3833312988281,278.8166809082031,90810300,73.59652709960938,78.04055006879294,73.21311895428768,77.93598904594616,45851600
2022-05-10,151.60891723632812,153.7970575708187,150.05858149525076,152.599963074193,115366700,157.68614196777344,159.5471361857638,157.16079187335265,158.70123095821134,8186700,107.44295501708984,111.86213229989619,106.24100928876732,111.25664333112601,16382400,266.67999267578125,275.1199951171875,258.0833435058594,273.10333251953125,84401700,74.08447265625,75.71395010645368,72.77740710259077,74.62472881173765,34483200
2022-05-11,143.7493133544922,152.53126499841446,143.0722664113859,150.61788122808568,142689800,156.8313446044922,158.78138728916355,156.60873724024887,156.67997322723176,6138900,106.76514434814453,111.0578008427587,106.58440367471825,107.81345955949823,14630300,244.6666717529297,269.92333984375,242.39999389648438,265.0,97224600,75.62681579589844,77.50027780354147,75.18241163406698,75.31311952261498,33020600
2022-05-12,139.88330078125,143.45495579096956,136.19390367446763,140.08936442340104,182602000,158.3806610107422,158.45189698776105,155.56691464630103,157.13406538009568,6898600,106.67479705810547,106.92783681349641,104.26187338300672,105.73493018464183,16318800,242.6666717529297,253.22000122070312,226.6666717529297,233.6666717529297,140313000,75.97015380859375,76.04057294635754,73.41727369068639,75.6620423766384,29491500
2022-05-13,144.3478546142578,145.31927170624107,140.42295884876623,141.87516608975716,113990900,157.47247314453125,159.28894346897977,156.5375193890147,159.1197596786539,7732200,107.62368774414062,108.67200310019037,106.602489698181,107.91288389324319,10443200,256.5299987792969,262.45001220703125,250.52333068847656,257.82666015625,92150700,78.22370910644531,78.30293313646385,76.01414714816893,76.90325487671622,25798400
2022-05-16,142.80731201171875,144.75014600756265,141.47284698177492,142.8171338324465,86643800,158.5676727294922,159.50262633778144,156.86694927659812,157.47244834731748,5516700,106.87361907958984,107.95807717553483,105.94279128318739,107.12665884232258,10269000,241.4566650390625,256.586669921875,239.69667053222656,255.72000122070312,86098500,80.06356811523438,80.97028599350239,78.32057165433388,78.32937656628832,26101200
2022-05-17,146.4379119873047,146.9579596403424,143.92596533868675,146.06504198237434,78336300,159.2266082763672,160.01017699022816,157.24094072671613,159.13755989241952,5751100,110.41616821289062,111.13010563112051,109.17807316181118,109.38593115236017,11160200,253.8699951171875,254.82666015625,242.9499969482422,249.1199951171875,80236200,81.084716796875,81.3840166186876,80.21321863292599,80.7502040461116,23120700
2022-05-18,138.17596435546875,144.59316242526515,137.27322514239307,144.09274359887067,109742900,156.27035522460938,159.71631255612158,155.97651190059975,159.24438607458694,8608800,108.52742004394531,110.22641318095555,108.02134050261459,109.6209241733182,12664900,236.60333251953125,253.5,233.60333251953125,248.17333984375,87811800,79.7994384765625,81.79772258479463,79.07759055492464,81.43680198206388,25451200
2022-05-19,134.77113342285156,139.00020681352638,134.03521536260072,137.2536291483144,136095600,154.8813018798828,155.64707175615732,153.7682650589533,155.5758357691928,6874500,106.91881561279297,108.12980065256204,106.30428743473495,106.81037392507633,12765800,236.47332763671875,244.6666717529297,231.3699951171875,235.6666717529297,90296700,80.2308120727539,81.25196674075552,78.34696425602688,78.34696425602688,24387400
2022-05-20,135.006591796875,138.0581987019196,130.12010100370028,136.47842763585558,137426100,157.58822631835938,157.74851071104203,154.9792741200952,155.6916205152769,7522100,106.04219818115234,108.14786141314755,103.94557405385706,107.9580815833495,13150100,221.3000030517578,240.52667236328125,211.0,237.99667358398438,144973200,80.8646240234375,82.38754426228012,79.57938260980812,80.92624495709856,28795000
2022-05-23,140.42295837402344,140.57013597581613,135.06546908443286,135.20283983686906,117726300,160.80538940429688,161.24449478420624,159.0310136817501,159.156474315179,7040800,112.60318756103516,114.38351195643533,108.85275894209595,108.86179804671684,24376700,224.96665954589844,226.65333557128906,212.68666076660156,218.33999633789062,88903500,82.65164184570312,83.4263060089529,81.47203913919698,81.5688729991255,27239300
2022-05-24,137.72457885742188,139.30434983958662,134.75147181836144,138.16612659120844,104132700,162.56185913085938,162.8665610004407,160.50072184208614,160.6351390829417,6419800,114.1937255859375,115.21492371545938,111.25664418073296,112.3862908750424,19324900,209.3866729736328,217.97332763671875,206.85667419433594,217.8433380126953,89092500,83.10059356689453,83.44391115425312,81.26956195686338,81.709713398726,24293300
2022-05-25,137.881591796875,139.12773541661255,135.7425158289754,135.83082238994155,92482700,160.96670532226562,162.69628458358855,160.46486274100658,161.78220635390397,6558900,114.9889907836914,115.54929800869557,113.11829619215871,114.12142297694743,12780400,219.60000610351562,223.10667419433594,207.6699981689453,207.9499969482422,92139300,84.7731704711914,84.97563637358432,83.16221458053363,83.25904843513128,29947800
2022-05-26,141.08038330078125,141.62986633656274,134.56505664226245,134.81036263839988,90601500,160.8233184814453,162.2033854682359,160.05262781567862,162.2033854682359,6897600,116.97715759277344,117.65494549867444,115.86558928819228,116.01017356133217,15990900,235.91000366210938,239.55667114257812,217.8866729736328,220.47332763671875,106003200,85.07247161865234,85.76791171477582,84.68513619393089,85.03725869675239,24314800
2022-05-27,146.8303985595703,146.86964094239937,142.5326314835253,142.66019542923442,90978500,162.28407287597656,162.34681004498157,159.72107902285606,161.09218973256242,5853600,118.63098907470703,118.63098907470705,116.70606656569625,117.62786219123241,11177800,253.2100067138672,253.26666259765625,240.17666625976562,241.0833282470703,89295000,85.90875244140625,86.208058904678,83.89286481261983,84.46505629573213,25588800
2022-05-31,146.04541015625,147.831245433681,144.0829617048982,146.27110250820675,103718400,160.88601684570312,161.45955304179478,156.83540976907867,159.51490666326242,16391400,119.49852752685547,120.32994573806752,117.22116999643451,117.6459044154142,17015000,252.75332641601562,259.6000061035156,244.7433319091797,257.9466552734375,101914500,84.50908660888672,87.83663081952304,84.2537979371476,86.76266010261315,44888100
2022-06-01,145.91783142089844,148.89093902040028,144.90715690011942,147.08547543452738,74286600,159.25503540039062,161.1548715642593,157.63299024582832,160.5454816390937,5175400,117.40192413330078,120.07691976449294,116.28130965612804,120.07691976449294,10768000,246.7899932861328,257.32666015625,243.63999938964844,251.72000122070312,77247900,86.12884521484375,86.89471126862071,85.05488116004108,85.40699699902996,25815400
2022-06-02,148.3709259033203,148.42979696294097,144.1025944132952,145.05438313661304,72348100,158.7532501220703,159.344713458578,156.45910421897307,159.2819899572935,8666500,119.29068756103516,119.29971977006767,116.28130719735319,117.39287565216584,8374800,258.3333435058594,264.2099914550781,242.06666564941406,244.1566619873047,93473100,85.97917175292969,86.35770222068469,85.20450771676524,85.64465911107675,19089100
2022-06-03,142.65036010742188,145.19172685572278,141.7476357595722,144.14180991397814,88570300,158.0989990234375,160.11533929945364,157.85703436154444,158.6815055299073,4234200,117.62783813476562,119.08282342873453,117.47420786020129,118.57674398555068,8596000,234.51666259765625,247.79666137695312,233.4166717529297,243.22666931152344,112393800,87.22919464111328,87.73097364675166,86.18163895522017,86.18163895522017,21038200
2022-06-06,143.3960723876953,145.78045445382116,142.17934925780943,144.2693611343495,71598400,158.08108520507812,159.96300842087965,157.72263015167965,158.8069792506133,5386500,117.23925018310547,119.6431416893149,116.99525642250252,118.46830635405496,11323500,238.27999877929688,244.86666870117188,234.35000610351562,244.35333251953125,84204600,87.00914764404297,87.83663463554868,86.85949774188782,87.30845416453232,20682100
2022-06-07,145.91783142089844,146.20237980048756,141.39438806442126,141.63969407079793,67808200,159.8196258544922,160.6799371530153,158.08109007615275,158.60085949152526,5447800,117.54651641845703,117.77244574458803,116.2361152951919,116.42590199657988,6722200,238.8866729736328,239.99667358398438,230.0933380126953,234.0,72808500,90.99691772460938,91.04973375206386,87.58133800407923,87.76620081634836,37810200
2022-06-08,145.18194580078125,147.05607272879104,144.6913336785422,145.79030004122362,53950200,158.8697052001953,160.81435192717603,158.43955639459645,159.6045558475197,4333100,115.67582702636719,116.98621449647362,114.68173926682266,116.57954442501068,8422100,241.86666870117188,249.9633331298828,239.17666625976562,240.086669921875,76210500,92.07086944580078,92.93356917131929,90.65358807331212,91.10253767940323,31613200
2022-06-09,139.96182250976562,145.17212073609275,139.8538872463902,144.318460453583,69473000,155.6704864501953,160.09746346967384,155.60774928022812,158.8070167680667,5509600,113.24479675292969,115.76617538802924,113.2086472386285,115.10645881795871,13560100,239.7066650390625,255.54666137695312,239.32666015625,249.33999633789062,96491400,90.08141326904297,92.0532902325667,89.9317633615112,91.04094037564242,26607000
2022-06-10,134.5552520751953,138.117085018381,134.48655920841233,137.64610169004794,91437900,154.63092041015625,155.90345370462907,152.90134116910582,154.29037851649994,6647300,108.0394058227539,111.51871604395458,107.83154781032387,110.7867003434973,12945200,232.22999572753906,239.5,227.913330078125,235.1566619873047,97536600,88.43523406982422,90.97930907295361,87.84543270174726,89.73808539858535,30950500
2022-06-13,129.40382385253906,132.6614796951245,128.9720829038409,130.37522601482007,122207100,153.0716094970703,154.36206962549548,152.41742284208803,152.41742284208803,7997000,104.82217407226562,106.59345926062625,103.98171665635213,105.60841065322221,16805600,215.73666381835938,226.63333129882812,214.68333435058594,223.1666717529297,102767400,84.37703704833984,86.06721711315835,82.67805207342519,85.84714137400452,33421000
2022-06-14,130.26730346679688,131.3760914682962,129.01133784221852,130.63036655754385,84784300,150.72369384765625,153.34045408110208,149.89026600312727,153.2956437799237,7116800,103.07798767089844,106.02410784622846,102.31886848788942,104.42453134213635,13357900,220.88999938964844,226.3300018310547,211.73666381835938,218.2866668701172,97988700,84.59710693359375,86.85948510689721,83.86645391827949,85.75030829396268,31264000
2022-06-15,132.88717651367188,134.7613181921413,129.67858439406757,131.76858160626196,91533000,152.33676147460938,153.63617809973658,151.1269517732455,152.02310305597922,7796100,104.29802703857422,105.68974574838859,102.27369512557486,104.48780686263981,14083500,233.0,235.663330078125,218.14999389648438,220.9166717529297,119131800,83.53195190429688,85.01086122660483,82.10585861329955,84.50028387000566,29620800
2022-06-16,127.6180191040039,129.90427332336094,126.61716621170363,129.60009621204748,108123900,152.4174041748047,152.53390821146394,150.02468201064121,150.91186298463796,7056700,102.50865936279297,103.25874641860864,101.09886250208206,102.89725809937562,16724900,213.10000610351562,225.1666717529297,208.69332885742188,222.73666381835938,107390700,80.45088195800781,81.98260713231791,79.47374519607426,81.34879468224965,35696700
2022-06-17,129.0897979736328,130.5812623099988,127.37265636033015,127.62778412514145,134520300,151.86181640625,154.3172623961121,151.66466201191565,152.91031186292747,12486600,102.14717102050781,103.59311740229734,101.36094133828087,102.60806879979629,30919900,216.75999450683594,220.97000122070312,213.19667053222656,213.43333435058594,92641800,75.81167602539062,80.4156556940525,75.40673756217859,80.07233815532541,64610200
2022-06-21,133.31890869140625,134.48656772231706,130.8167993077871,130.91491273074396,81000500,155.04315185546875,155.80488603019725,151.95143219920297,153.0178545741487,8219700,104.67757415771484,105.76203213537997,103.96363667940597,104.7137236762791,11680500,237.0366668701172,243.57666015625,224.3333282470703,224.60333251953125,122793000,80.53011322021484,81.45442724667704,77.92441069449173,77.97723343613114,35951500
2022-06-22,132.80870056152344,135.17343948860204,131.395735327504,132.2592024365102,73409200,157.4896697998047,159.44327350950832,153.86025348381196,154.13805826141325,10593100,104.09015655517578,105.01194514678221,103.37621907681064,103.8190386133303,9842700,236.086669921875,246.8333282470703,233.82666015625,234.50332641601562,101107500,77.34342193603516,79.01599897535115,77.05292033483303,77.06172524534249,29727200
2022-06-23,135.67385864257812,135.9878425646897,133.0834276529192,134.25108671150673,72433800,161.0025634765625,161.14595098207374,158.18864863328423,158.61879747563273,10223500,102.95146942138672,104.09015510857078,100.7464039779636,103.93652482790742,11851500,235.07000732421875,239.31666564941406,228.6366729736328,237.9066619873047,104202600,75.01061248779297,78.39097925972622,73.52289837445191,78.0476616514442,35757200
2022-06-24,139.00018310546875,139.24548908371264,137.14567050883647,137.273219436367,89116800,163.35943603515625,163.57451729826803,161.2893284466276,162.0062523161481,9374400,106.02409362792969,106.47595219383372,101.96640563665954,102.32789386834567,14841100,245.7066650390625,246.06666564941406,236.086669921875,237.47000122070312,95770800,76.49832153320312,77.81877585178714,75.53878790261953,76.54233264744914,26639000
2022-06-27,139.00018310546875,140.7958246628887,138.3231362099494,140.0206493871563,70207900,163.2070770263672,164.30935301566623,162.6514675734805,162.77692821362214,5908600,105.17462158203125,107.09050482560198,104.50587268075745,106.69286698952862,11280500,244.9199981689453,252.07000732421875,242.56666564941406,249.36666870117188,89178300,78.37338256835938,79.262490564574,77.17616983568806,77.29941173027073,25478700
2022-06-28,134.85940551757812,140.72711982555325,134.741663449174,139.46134767334664,67083400,158.56504821777344,163.96884065588506,158.00046839838706,163.25191672276625,9245700,104.66854095458984,107.80444119495111,104.46972203868671,106.34041663724126,11590900,232.663330078125,249.97000122070312,232.3433380126953,244.48333740234375,90391200,80.54771423339844,82.07943937763484,79.53536456919662,80.21320155385978,33096900
2022-06-29,136.61581420898438,138.02877917366496,134.10388314834785,134.87905849783044,66242400,158.60983276367188,159.78378884729602,158.1079765200772,158.81594374592584,7097900,104.19861602783203,105.57226340322173,103.68349740020885,104.8312154319951,9338400,228.49000549316406,231.17333984375,222.27333068847656,230.5,82897200,77.5722885131836,82.04422182655117,77.25537895416527,81.85056084375343,25400900
2022-06-30,134.15292358398438,135.77193691877648,131.25831627242013,134.67297101745274,98964500,159.0758056640625,159.7748025547917,156.8533543621077,158.49331281318254,10777200,101.76760864257812,103.09607421510097,100.24936325895432,102.27368813884739,15172600,224.47332763671875,229.4566650390625,218.8633270263672,224.50999450683594,94600500,75.3891372680664,77.11453008774984,74.53524240936771,75.82928870317477,39948100
2022-07-01,136.32144165039062,136.42937688810812,133.11284998534265,133.48570492012948,71051600,160.8770751953125,161.0563027093246,158.34096553320228,159.02203555612132,5498400,103.06896209716797,103.40333308961966,100.45721961946425,101.80375648256306,10573600,227.26333618164062,230.22999572753906,222.1199951171875,227.0,74460300,77.07052612304688,77.36102099286964,74.57046224731167,76.35747616502748,26327900
2022-07-05,138.9020538330078,138.95111802279916,134.3589823539813,135.18322181452564,73353800,159.640380859375,160.52757550697288,156.47696808576507,160.2587274009569,5676400,102.67692565917969,102.75897633463552,99.65004452314356,100.99025424622354,12514200,233.06666564941406,233.14666748046875,216.1666717529297,223.0,84581100,74.65848541259766,76.32225732538895,73.07394425174681,76.00534774998319,34591100
2022-07-06,140.236572265625,141.41403840686974,138.43112318423007,138.6960579320058,74064300,159.78378295898438,160.80539491597398,158.98620883180988,159.57767198432595,5335600,102.0113754272461,103.01425645258415,101.00849440190805,101.86550523822852,10656200,231.73333740234375,234.56333923339844,227.18666076660156,230.77999877929688,71853600,73.31161499023438,75.02820945373522,71.31333061985828,73.73416328290178,33375700
2022-07-07,143.60214233398438,143.79838414491758,140.58977738452884,140.59958423477383,66253700,159.96299743652344,160.5186068333936,159.07580278013606,159.38946118595925,5725800,104.59152221679688,104.7556305302339,103.3880635701938,103.47923330970208,10347400,244.5433349609375,245.3633270263672,232.2100067138672,233.9199981689453,81930600,75.65323638916016,76.37508452727106,75.08984304800913,75.1602621785192,23817400
2022-07-08,144.27919006347656,144.7796239540416,142.2774994180926,142.5326123028861,64547800,159.76589965820312,161.29832484853964,159.30886728349319,159.81070997121884,3828300,104.26331329345703,105.43942180068538,103.57952976291537,104.99268517502378,8807800,250.76333618164062,254.97999572753906,241.16000366210938,242.3333282470703,101854200,75.7764663696289,76.85043685644371,74.7641168099505,76.54232550458441,17673800
2022-07-11,142.14991760253906,143.88668829327412,141.08038702449986,142.93489980535588,63141600,159.82859802246094,160.4290177833551,159.0847907644082,159.24609144307334,3645200,102.8957290649414,104.14477594309285,102.31223443936231,103.52481203393948,7939500,234.3433380126953,253.06333923339844,233.6266632080078,252.10333251953125,99241200,75.3891372680664,75.81168560088871,74.26235066877746,74.97539384447607,15603800
2022-07-12,143.121337890625,145.66270453987497,142.32654882035914,143.0232094985196,77588800,157.58822631835938,159.91821171183864,157.00571971435085,159.49701946749792,4708800,102.99603271484375,105.01091397132377,102.34871848857415,102.64046584345348,11250900,233.07000732421875,239.77333068847656,228.3699951171875,236.84666442871094,87930900,74.38560485839844,74.86977420371169,72.94190844932858,73.75178561223528,21013000
2022-07-13,142.75828552246094,143.700252180436,139.4515504526769,140.30522551606126,71185600,157.2207794189453,158.01835349427427,156.3783950457294,157.4179337903015,5291700,102.02961730957031,102.54929248449999,100.63469314504873,101.88374015936986,12979900,237.0399932861328,242.05999755859375,225.03334045410156,225.5,97954500,74.68489837646484,75.97894477580986,73.32923775600463,73.3996568870699,19928600
2022-07-14,145.68231201171875,146.1532952862436,140.56032211285975,141.3747397374832,78140700,157.43585205078125,157.7315836173592,154.4068699892725,154.61298095718433,5359600,98.4648208618164,98.67451752235421,96.69609870566313,98.45570180114818,26204800,238.31333923339844,238.65333557128906,229.3333282470703,234.89666748046875,78557400,73.18839263916016,73.33804254086868,71.03165292387193,72.05280093596552,26343000
2022-07-15,147.3504180908203,148.02746510063992,145.4174054581408,146.96774129904725,76259900,159.72103881835938,159.9719600828447,158.21551123144738,159.25504999813424,5691100,102.97779083251953,103.82568263852335,98.16395617487412,99.52241105012891,18863900,240.06666564941406,243.6233367919922,236.88999938964844,240.0,69683100,74.4207992553711,74.72009898254997,72.97710320575891,74.64967986309323,17243700
2022-07-18,144.3086395263672,148.7241480973096,143.9455764182645,147.9097302753274,81420900,156.13645935058594,159.68522501935558,155.84969800442482,159.28195961190542,7605700,101.92020416259766,105.61263064908424,101.46434852556438,104.6370998640652,13977900,240.54666137695312,250.51666259765625,239.60333251953125,244.93666076660156,82537500,75.79407501220703,77.41383576935836,75.48597035399771,76.21662334073541,19395800
2022-07-19,148.1648406982422,148.3905180514349,144.15163767930207,145.14266864096726,82982400,153.86024475097656,158.39476890342553,152.23821281315918,158.01838693505238,13256400,104.44564056396484,104.79209529728033,102.72250682510133,103.14189317339459,11862300,245.52999877929688,247.13999938964844,236.97666931152344,245.0,80890200,77.70433044433594,77.92440615918655,75.92612162346123,76.07577149767697,18248900
2022-07-20,150.16653442382812,150.83377461851506,147.5466677906739,148.28258588894056,64823400,152.98199462890625,154.63090974114218,152.13063995350606,154.31725131608067,7455800,104.42740631103516,104.60974577679487,103.46099462206014,104.0262511393981,11667500,247.5,250.663330078125,243.48333740234375,246.78334045410156,88864200,78.55824279785156,78.9191702743982,76.80644159781275,77.09694321803136,16584400
2022-07-21,152.4331817626953,152.6490522792443,149.08720372847873,151.59913522400217,65086600,153.5196990966797,153.59139285189383,152.13963191281815,152.3905532189748,5729200,105.13854217529297,105.33000070510592,103.3607080014549,104.33623877096178,11595900,271.7066650390625,273.26666259765625,254.86666870117188,255.10667419433594,142032300,77.24658966064453,77.29060749791992,75.01061919387071,76.5247414561096,21375700
2022-07-22,151.19683837890625,153.34572184345396,150.5296130875675,152.47243287549966,66675400,154.2455596923828,154.57714497679814,153.29564148801305,153.77957085480995,4257000,104.62799072265625,105.9864386118624,103.63422178876073,105.06560825135108,7645500,272.24334716796875,280.78668212890625,270.71331787109375,276.2200012207031,103472700,76.65679168701172,77.8804123968973,76.26065128231781,77.07053519769721,15479500
2022-07-25,150.0782012939453,152.1289557716175,149.4207830391442,151.11829629325123,53623900,154.55026245117188,155.0162512915182,153.8871055525782,154.24556061041136,4437300,105.04737854003906,106.17789861992284,104.63710427592753,105.6126351020783,9394000,268.4333190917969,274.14666748046875,267.3999938964844,272.2166748046875,64073400,79.20964813232422,79.3416881781041,76.95606841913953,77.60749732048103,17536400
2022-07-26,148.75357055664062,150.21558479499407,147.96858832963514,149.4011670445513,55138700,155.64356994628906,156.80856951129005,154.57716125730084,154.63988474527176,4525500,103.40628814697266,105.3755877827379,103.05072131648251,104.46387653413653,10675100,258.8599853515625,267.30999755859375,256.2633361816406,266.5133361816406,66820800,78.90155029296875,80.35405149086034,78.3469618571971,80.2220047062923,15141200
2022-07-27,153.8461151123047,154.37598449377768,149.3030578563077,149.71517016840275,78620700,155.21343994140625,156.01998451086425,153.35841341260803,154.70264068751777,4648500,105.06562042236328,105.52147612511402,103.29690502563852,103.94421928884785,9337400,274.82000732421875,275.9266662597656,261.7900085449219,263.80999755859375,88110000,80.60933685302734,80.98786737134489,78.69908115843381,79.47374529807472,18047000
2022-07-28,154.39564514160156,154.6801935925864,151.51084338722362,154.0325819799109,81378700,156.1095428466797,157.8032681386852,153.6361703537426,155.39261912180174,5513000,104.67357635498047,105.74028390547747,103.50658695677379,105.07473156904106,10384800,280.8999938964844,283.29998779296875,272.79998779296875,280.0666809082031,84723000,81.55125427246094,82.08823954025979,80.11636306614952,81.14631577343154,20353100
2022-07-29,159.45872497558594,160.55770616166393,156.50524578988953,158.21258113398608,101786900,156.3963623046875,156.692093938124,154.9535578547506,155.74216186972802,6451400,105.17501068115234,106.21436095289657,104.65533554528024,105.38470037404899,12944500,297.1499938964844,298.32000732421875,279.1000061035156,280.70001220703125,95313000,85.32776641845703,85.84714194253395,82.83650742285435,83.14461211647443,29825800
2022-08-01,158.4774932861328,160.51844113720935,157.8691391572039,157.98688125382472,67829400,155.84971618652344,156.96990560134086,155.51813082129019,156.08271066209807,5461400,104.12654113769531,104.94708265472225,103.0871908680628,104.39093823517094,14740400,297.27667236328125,311.8766784667969,295.0,301.27667236328125,117042900,83.17102813720703,83.93688742806114,82.0706494170799,83.44391991062137,20793200
